RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019
1836,1337,Kendall County,County,TX,TX,San Antonio-New Braunfels,48,259,377522,378983,380452,381880,383323,384620,385771,387268,388190,388297,387712,387712
2730,1338,Iberville Parish,County,LA,LA,Baton Rouge,22,47,157451,157117,156941,156546,157322,157774,158275,158814,159430,159886,159585,159294
2771,1339,Lafayette County,County,MO,MO,Kansas City,29,107,137742,138156,138743,139364,140297,141270,142150,143077,143956,144929,145373,145726
1882,1340,Lincoln County,County,TN,TN,,47,103,134000,134346,134608,134907,135237,135721,136167,136842,137384,138369,138783,139302
1163,1341,Marion County,County,IA,IA,Pella,19,125,156001,156627,157106,157697,158230,158916,159475,160250,160974,161659,161910,162182
2091,1342,Whitley County,County,IN,IN,Fort Wayne,18,183,158773,159747,160723,161461,162242,162997,163788,164645,165534,166433,166754,167013
1807,1343,Jackson County,County,OH,OH,Jackson,39,79,84868,85238,85411,85655,85885,86388,86926,87711,88397,88984,88970,88940
1626,1344,Clinton County,County,IN,IN,Frankfort,18,23,107361,108086,108743,109336,109879,110416,110951,111544,112265,112924,113358,113753
2446,1345,Morrison County,County,MN,MN,,27,97,188210,189039,189946,190890,191720,192693,193744,194902,196084,197170,196953,196625
1056,1346,Greene County,County,IN,IN,,18,55,107296,107751,108185,108574,109055,109544,109852,110132,110424,110724,110644,110624
2114,1347,Accomack County,County,VA,VA,,51,1,180063,180590,181181,181770,182599,183527,184012,184654,185436,186430,186831,186867
1153,1348,Louisa County,County,VA,VA,,51,109,217770,219092,220469,221849,222972,223997,224997,226358,227794,229075,228766,228349
2791,1349,McCurtain County,County,OK,OK,,40,89,71427,71855,72377,72961,73641,74094,74548,74880,75380,75702,76394,77097
2634,1350,Botetourt County,County,VA,VA,Roanoke,51,23,217799,219037,220363,221626,222685,223603,224495,225722,226955,227970,227482,226960
1612,1351,Chester County,County,SC,SC,Charlotte-Concord-Gastonia,45,23,77956,78488,79205,79995,80098,80114,79950,80608,81196,82021,83170,84154
564,1352,Huron County,County,MI,MI,,26,63,100415,100700,100901,101306,102008,102638,103179,103120,103401,103576,103906,103930
2416,1353,Marshall County,County,WV,WV,Wheeling,54,51,81393,82065,82529,83013,83420,84010,84508,85020,85369,85763,85488,85078
3197,1354,Transylvania County,County,NC,NC,Brevard,37,175,238602,239393,240299,240886,241900,242891,244062,245456,246730,248114,248592,249053
2177,1355,Caroline County,County,MD,MD,,24,11,186585,187521,188197,188825,189600,190489,191383,192243,192945,193725,193178,192493
1172,1356,Marion County,County,SC,SC,,45,67,64527,64855,65174,65545,65937,66263,66635,67094,67510,67744,67448,67083
141,1357,Coos County,County,NH,NH,Berlin,33,7,122959,123425,123862,124205,124857,125316,125829,126268,127011,127579,127464,127371
1217,1358,Monroe County,County,IL,IL,St. Louis,17,133,196381,197074,197709,198279,199131,199998,200935,201745,202497,203284,203201,203201
316,1359,Taos County,County,NM,NM,Taos,35,55,262404,264033,264206,266318,270532,274114,277856,279603,280568,280788,279529,279981
2937,1360,Hot Spring County,County,AR,AR,Malvern,5,59,95709,96129,96388,96511,96961,97432,97882,98229,98536,98962,98832,99109
271,1361,Pike County,County,AL,AL,Troy,1,109,114725,114697,114960,115253,115598,116101,116426,116639,116541,116903,117121,117575
1462,1362,Wabash County,County,IN,IN,Wabash,18,169,107865,108444,109014,109551,110133,110639,111217,111811,112460,112999,113209,113424
3060,1363,Washington County,County,ME,ME,,23,29,108492,108547,108517,108852,109863,110215,110449,111055,112369,113389,113739,113996
1410,1364,Sumter County,County,GA,GA,Americus,13,261,83472,83547,83570,83751,83892,84180,84400,84780,85124,85490,85203,84805
1275,1365,Oconee County,County,GA,GA,Athens-Clarke County,13,219,324772,324942,327506,329245,331535,332519,334687,336607,338204,339588,338443,339952
640,1366,Miami County,County,KS,KS,Kansas City,20,121,210057,210728,211574,212493,213536,214556,215627,216642,217635,218590,219050,219608
2843,1367,Schoharie County,County,NY,NY,Albany-Schenectady-Troy,36,95,145061,145524,145894,145897,145846,146006,146474,147260,147929,148540,148899,149227
2084,1368,Wexford County,County,MI,MI,Cadillac,26,165,118926,120197,121502,121995,122291,122289,122861,123312,123935,124413,124363,124459
3103,1369,Mecklenburg County,County,VA,VA,,51,117,109090,109796,110595,111071,111433,111772,112073,112616,113067,113450,113025,112706
2456,1369,Nicollet County,County,MN,MN,Mankato-North Mankato,27,103,221433,222402,223501,224573,225446,226242,227305,228536,229907,231023,230800,230498
501,1371,Emmet County,County,MI,MI,,26,47,222240,223100,224072,225258,226493,228075,229517,230896,231883,232843,232918,233127
2922,1372,Dorchester County,County,MD,MD,Cambridge,24,19,148187,148491,148894,149415,150023,150504,151160,151870,152585,153344,152959,152486
2792,1373,McDonough County,County,IL,IL,Macomb,17,109,75742,76001,76177,76280,76518,76803,77187,77476,77794,78145,78105,78016
1447,1374,Uintah County,County,UT,UT,Vernal,49,47,236007,236448,236504,236257,236652,237251,238094,238347,238805,238886,238634,238288
1475,1375,Warren County,County,MO,MO,St. Louis,29,219,177683,177947,178478,179387,179517,179151,179256,179399,180395,181214,181646,182926
862,1376,Becker County,County,MN,MN,,27,5,228247,229369,230566,231816,232675,233577,234166,235027,236044,237284,237249,237027
2740,1377,Jefferson County,County,IN,IN,Madison,18,77,124695,125552,126425,127395,128056,128593,129010,129575,130069,130567,130653,130816
3259,1378,Petersburg City,County,VA,VA,Richmond,51,730,67303,67651,68036,68508,68959,69407,69740,70133,70562,71135,71067,70977
1514,1379,Amherst County,County,VA,VA,Lynchburg,51,9,159452,160336,161208,162089,162823,163444,164063,164925,165822,166605,166208,165774
750,1380,Titus County,County,TX,TX,Mount Pleasant,48,449,124726,125186,125695,126282,126738,127180,127546,127995,128602,129289,129835,130190
560,1381,Henry County,County,TN,TN,Paris,47,79,115510,115833,116124,116305,116681,117092,117553,118020,118434,118874,119200,119475
1855,1382,Leflore County,County,MS,MS,Greenwood,28,83,56772,57195,57587,57888,58075,58249,58383,58668,58987,59316,59778,60270
358,1383,Adams County,County,MS,MS,Natchez,28,1,95948,96187,96325,96471,96799,96584,96327,95216,95403,95708,96982,97671
1327,1384,Platte County,County,NE,NE,Columbus,31,141,170769,171753,172697,173548,174448,175397,176391,177600,178689,179612,179629,179627
2664,1385,Claiborne County,County,TN,TN,,47,25,109407,109644,109975,110309,110714,111144,111699,112228,112728,113148,113119,113119
726,1386,Smyth County,County,VA,VA,,51,173,87543,88226,88939,89284,89653,89930,90225,90581,90993,91283,90941,90603
733,1387,Stone County,County,MO,MO,Branson,29,209,175306,175739,176239,176786,177603,178425,179110,179805,180469,181102,181188,181370
992,1388,Dillon County,County,SC,SC,,45,33,83235,83215,83281,83569,84246,84911,85307,85714,86049,86285,86122,86168
1843,1389,Kleberg County,County,TX,TX,Kingsville,48,273,101961,102267,102474,102601,102742,102971,103240,103727,104378,105001,105213,105360
1080,1390,Hardin County,County,OH,OH,,39,65,104911,105527,106098,106735,107063,107454,107856,108583,109388,110213,110432,110473
1089,1391,Harris County,County,GA,GA,Columbus,13,145,242874,244063,244972,245587,246208,246978,247830,248913,249720,250575,249850,248518
2639,1392,Brookings County,County,SD,SD,Brookings,46,11,202306,202576,202619,202659,203109,203720,204658,205476,206224,206952,207868,208844
1684,1393,Dunklin County,County,MO,MO,Kennett,29,69,72784,73060,73168,73276,73358,73515,73700,73947,74207,74548,74204,73857
72,1394,Elk County,County,PA,PA,St. Marys,42,47,78212,78638,79039,79526,80079,80610,81150,81793,82024,82110,81755,81833
210,1395,Knox County,County,KY,KY,London,21,121,80289,80005,80511,80692,80891,81260,81966,82622,82959,83165,83219,83400
69,1396,Bee County,County,TX,TX,Beeville,48,25,118794,119354,120048,120672,121113,121451,121807,122213,122662,123298,123797,124394
1302,1397,Ottawa County,County,OK,OK,Miami,40,115,71469,71643,71822,72026,72324,72654,73038,73339,73607,73767,74076,74354
302,1398,Rhea County,County,TN,TN,Dayton,47,143,139798,140437,140833,141230,141557,142127,142971,144022,144936,145768,145867,145906
658,1399,Obion County,County,TN,TN,Union City,47,131,91640,91695,91877,91945,92040,92185,92438,92784,93144,93512,93874,94305
2270,1400,Franklin County,County,AL,AL,,1,59,81367,81692,81491,81400,81438,81973,82573,82894,82948,82824,82882,83008
1651,1401,Daviess County,County,IN,IN,Washington,18,27,131136,131857,132506,133121,133877,134707,135604,136443,137158,137758,137989,138320
288,1402,Polk County,County,MN,MN,Grand Forks,27,119,183994,185080,186450,187395,187962,188150,188365,189117,190071,191283,191329,191389
3255,1403,Jefferson Davis Parish,County,LA,LA,Jennings,22,53,109430,109842,110390,110822,111533,112043,112669,113265,113490,113570,112816,112493
2985,1404,Muhlenberg County,County,KY,KY,Central City,21,177,83690,84330,84866,85337,85906,86414,86922,87298,87384,87409,87072,87171
2410,1405,Marshall County,County,KY,KY,,21,157,133388,133790,134470,135104,135787,136509,137189,137653,138111,138418,138373,138365
360,1406,Adams County,County,NE,NE,Hastings,31,1,127203,127949,128557,129004,129559,130092,130700,131382,132049,132748,132577,132518
1915,1407,Malheur County,County,OR,OR,Ontario,41,45,145329,145812,146343,146835,147478,148087,148896,149493,150066,150430,150750,151105
1127,1408,Juneau Borough,County,AK,AK,Juneau,2,110,386067,387684,389423,390959,392421,393788,395207,396186,397093,398391,398826,399224
2295,1409,Freeborn County,County,MN,MN,Albert Lea,27,47,114859,115702,116408,116980,117301,117639,117980,118473,119028,119516,119582,118930
2645,1410,Caledonia County,County,VT,VT,,50,5,151051,152064,152882,153630,154070,154605,155226,156168,156476,156317,155756,156101
289,1411,Polk County,County,MO,MO,Springfield,29,167,130288,130659,130917,131637,131964,132931,133767,134884,135648,137381,138765,139682
472,1412,Delta County,County,CO,CO,,8,29,249226,249358,249577,249770,250608,251569,252585,253524,254482,255358,254976,254576
1029,1413,Gallia County,County,OH,OH,Point Pleasant,39,53,105242,105553,105974,106531,106975,107340,107731,108492,109403,110256,110140,109830
437,1414,Clare County,County,MI,MI,,26,35,80952,81313,81830,82380,82930,83199,83358,83646,83857,83992,83831,83986
1159,1415,Marion County,County,AL,AL,,1,93,81696,82023,82405,82840,83247,83643,83883,84184,84293,84597,84894,85319
2066,1415,Wakulla County,County,FL,FL,Tallahassee,12,129,180018,180526,181155,181656,182117,182337,182627,183135,183842,184484,185087,185677
2282,1417,Franklin County,County,ME,ME,,23,7,142517,143035,143505,143996,144753,145749,146702,147414,148016,148636,149494,150450
1757,1418,Hancock County,County,WV,WV,Weirton-Steubenville,54,29,86339,86760,87151,87565,87854,88130,88341,88598,88934,89376,89561,89748
2415,1419,Marshall County,County,TN,TN,Lewisburg,47,117,174743,175590,176474,177390,178481,179188,180062,181120,182450,183465,184202,185096
115,1420,Cass County,County,TX,TX,,48,67,100169,100437,100657,100747,100823,101048,101418,101821,102286,102811,102949,103088
606,1421,Logan County,County,IL,IL,Lincoln,17,107,94869,95133,95372,95429,95478,95586,95974,96369,96630,96720,96512,96415
412,1422,Bryan County,County,GA,GA,Savannah,13,29,254509,255907,257570,258787,259422,259782,260664,261661,262390,262586,261823,261072
2971,1423,Montgomery County,County,IL,IL,,17,135,71138,71329,71428,71560,71752,71977,72258,72521,72793,72996,72871,72726
786,1424,Wayne County,County,GA,GA,Jesup,13,305,116424,116857,117215,117638,118073,118630,119201,119929,120549,121195,120897,120604
1720,1425,Garrett County,County,MD,MD,,24,23,190963,191473,191969,192429,193156,193695,194459,195249,196100,196873,196279,195319
1601,1426,Carroll County,County,VA,VA,,51,35,117879,118313,118968,119738,120309,120889,121349,122054,122392,122534,122125,121852
2561,1427,Stoddard County,County,MO,MO,,29,207,85714,86251,86486,86459,86679,87388,88119,88867,89472,90417,91159,91415
1892,1428,Lumpkin County,County,GA,GA,,13,187,202955,204025,205079,205994,206964,207973,209016,210379,211694,213115,213021,212752
2484,1429,Pontotoc County,County,MS,MS,Tupelo,28,115,110502,110703,110904,111078,111322,111506,111778,112304,112962,113922,114774,115467
2755,1430,Jefferson County,County,WA,WA,,53,31,384665,384873,385227,385906,387862,390114,391974,394136,396315,398343,398294,398283
1459,1431,Vernon County,County,WI,WI,,55,123,148875,149520,150245,150910,151506,152111,152990,153932,154930,155606,155658,155578
282,1432,Pine County,County,MN,MN,,27,115,162915,163893,164922,165968,166779,167619,168436,169399,170332,171318,171543,171735
2355,1433,Iroquois County,County,IL,IL,,17,75,83336,83640,83890,84034,84388,84665,84994,85145,85336,85532,85412,85406
1943,1434,Neshoba County,County,MS,MS,,28,99,101705,101924,101991,102428,102609,102854,102956,103316,103714,104067,104361,104014
424,1435,Caddo County,County,OK,OK,,40,15,74276,74537,74232,74151,74052,74195,74526,74959,75070,75087,75396,75466
827,1436,Alpena County,County,MI,MI,Alpena,26,7,98152,98527,98901,99328,100017,100751,101421,101788,102165,102478,102341,102150
538,1437,Grant County,County,NM,NM,Silver City,35,17,141450,142475,143609,144458,145106,145845,146730,147595,148179,149209,149744,150529
522,1438,Giles County,County,TN,TN,,47,55,123690,123981,124308,124640,125153,125882,126421,127097,127649,128801,129391,130009
2852,1439,Sunflower County,County,MS,MS,Indianola,28,133,60512,60715,60693,60626,60605,60825,61132,61604,62026,62441,62802,63218
956,1440,Copiah County,County,MS,MS,Jackson,28,29,77976,77872,78066,78545,79016,79326,79411,79624,79723,79798,80148,80588
1971,1441,Pickens County,County,GA,GA,Atlanta-Sandy Springs-Roswell,13,227,205458,205574,205645,206528,207410,208337,209359,210716,212033,213363,213113,212657
2496,1442,Randolph County,County,WV,WV,Elkins,54,83,89803,89907,90472,90613,90976,91265,91563,91832,91947,92185,91716,91649
3023,1443,San Miguel County,County,NM,NM,Las Vegas,35,47,152671,151912,151285,152234,153851,154731,154883,154870,155272,155713,154945,154218
1777,1444,Hocking County,County,OH,OH,Columbus,39,73,127253,127726,128195,129030,129520,130262,130938,131988,132754,133782,133964,134201
1083,1445,Harlan County,County,KY,KY,,21,95,38929,38870,39014,39301,39662,39811,40022,40058,40171,40202,40223,40230
815,1446,Wythe County,County,VA,VA,,51,197,132764,133434,134125,134580,134936,135181,135728,136428,137220,137807,136806,135843
1814,1447,Jackson County,County,WV,WV,,54,35,107036,107472,107898,108229,108379,108659,108960,109576,110261,110993,110924,110884
2793,1448,McPherson County,County,KS,KS,McPherson,20,113,152707,153157,153767,154278,154943,155560,156209,156823,157765,158687,159053,159110
2546,1449,Sheridan County,County,WY,WY,Sheridan,56,33,262806,264021,265352,266950,268796,270505,272390,273624,275349,276337,277240,277754
1702,1450,Fayette County,County,OH,OH,Washington Court House,39,47,111320,112099,112903,113548,114027,114512,115121,116007,116890,117746,117934,118013
776,1451,Union County,County,SC,SC,Spartanburg,45,87,56860,57040,57333,57618,58024,58439,58853,59324,59714,60102,60075,59948
1293,1452,Orange County,County,VT,VT,Claremont-Lebanon,50,17,187108,187817,188676,189677,190377,191045,191729,192629,193854,194961,195655,196183
2404,1453,Marlboro County,County,SC,SC,Bennettsville,45,69,52993,52787,52877,53135,53580,53753,53824,54101,54526,54828,55095,55067
2008,1454,Russell County,County,VA,VA,,51,167,95132,95419,95735,95978,96409,96601,96825,96845,97035,97195,96534,96045
317,1455,Tate County,County,MS,MS,Memphis,28,137,132813,133819,134814,135872,136439,136876,137038,137580,138037,138469,138583,138924
1599,1456,Carroll County,County,OH,OH,Canton-Massillon,39,19,131801,132544,133212,133645,134213,134729,135435,136198,137066,138012,138090,137937
1356,1457,Ripley County,County,IN,IN,,18,137,163579,164265,164830,165414,166042,166641,167331,168070,169029,169981,170260,170429
3145,1458,Trempealeau County,County,WI,WI,,55,121,151111,151949,152703,153525,154227,155120,156026,156905,157723,158471,158591,158625
1168,1459,Marion County,County,MO,MO,Hannibal,29,127,115900,116444,117331,118208,119184,119740,120202,120612,120904,121267,121182,121214
2326,1460,Haralson County,County,GA,GA,Atlanta-Sandy Springs-Roswell,13,143,125753,126701,127693,128705,129666,130618,131478,132425,133249,134180,134253,134209
224,1461,Lake County,County,MT,MT,,30,47,313824,314943,315850,317169,318570,320012,321082,322922,325177,327578,329051,330469
2587,1462,Van Wert County,County,OH,OH,Van Wert,39,161,98257,98819,99340,99733,99982,100250,100687,101331,102002,102562,102572,102592
1884,1463,Lincoln County,County,WI,WI,Merrill,55,69,124825,125458,125998,126507,127048,127601,128230,128821,129601,130113,129969,129388
678,1464,Perry County,County,KY,KY,,21,193,71863,72148,73101,73797,73309,73058,72711,72923,72786,72823,72068,72031
279,1465,Pike County,County,OH,OH,,39,131,102869,103511,104171,104719,105023,105561,106245,107424,108110,108811,108341,108453
628,1466,Mason County,County,MI,MI,Ludington,26,105,145534,145963,146417,147160,147973,148905,149734,150404,150807,151164,151181,151328
97,1467,Bell County,County,KY,KY,Middlesborough,21,13,51461,51972,52458,52613,52776,52856,52990,53114,53470,53968,54172,54282
572,1468,Jones County,County,GA,GA,Macon-Bibb County,13,169,146078,146688,147215,147541,147981,148520,149111,149738,150207,150793,150485,150125
2678,1469,Del Norte County,County,CA,CA,Crescent City,6,15,258431,259266,259877,260724,260884,261271,261844,262954,265871,267992,269380,269061
635,1470,Meade County,County,KY,KY,Elizabethtown-Fort Knox,21,163,171862,171044,172186,173099,174006,174642,175487,175876,176509,176750,176630,176877
111,1471,Cass County,County,MN,MN,Brainerd,27,21,188313,189260,190425,191431,192424,193399,194310,195204,196241,197399,197362,197373
361,1472,Adams County,County,OH,OH,,39,1,94704,95233,95519,95792,95970,96338,96793,97461,98064,98595,98539,98437
2178,1473,Caroline County,County,VA,VA,Richmond,51,33,196536,197819,199074,200303,201379,202426,203413,204699,206039,207311,207031,206733
2358,1474,Jennings County,County,IN,IN,North Vernon,18,79,118647,119298,119878,120342,120939,121589,122235,122790,123271,123875,124254,124619
1600,1475,Carroll County,County,TN,TN,,47,17,90047,90296,90495,90638,90867,91147,91453,91848,92171,92665,92979,93226
2148,1476,Bradford County,County,FL,FL,,12,7,134358,135106,135704,135989,136190,136419,136755,137336,137800,138214,138454,139489
496,1477,Ellis County,County,KS,KS,Hays,20,51,172231,172323,172526,172756,172990,173273,173511,173537,173814,174448,174930,175455
400,1478,Boyle County,County,KY,KY,Danville,21,21,133953,134608,135142,136565,137997,139466,140053,140345,140666,140904,140722,140230
844,1479,Austin County,County,TX,TX,Houston-The Woodlands-Sugar Land,48,15,240800,241856,242761,243776,244644,245369,246123,247067,248184,248846,248942,249367
81,1480,Lee County,County,GA,GA,Albany,13,177,176856,177523,178098,178522,178984,179484,180077,180830,181611,182265,181670,180852
1039,1481,Gilmer County,County,GA,GA,,13,123,191653,192932,194193,195153,196136,197090,198250,199566,200692,201736,201392,201033
2106,1482,Wyoming County,County,PA,PA,Scranton--Wilkes-Barre--Hazleton,42,131,167325,167827,168488,169079,169699,170279,170980,171644,172113,172392,171942,171824
713,1483,Scott County,County,MS,MS,,28,123,74742,75371,76113,76708,77174,77487,77884,78165,78565,78607,78484,78274
3055,1484,Washington County,County,IN,IN,Louisville/Jefferson County,18,175,119005,119755,120464,120997,121572,122229,123001,123766,124503,125093,125345,125611
3224,1485,Saint Francis County,County,AR,AR,Forrest City,5,123,47543,47665,47809,47996,48175,48078,47980,48075,48390,48913,49250,49524
1173,1486,Marion County,County,TN,TN,Chattanooga,47,115,129887,129982,130241,130313,130882,131465,132103,132888,133339,134286,134300,134542
559,1487,Henry County,County,OH,OH,,39,69,125780,126495,127130,127764,128234,128590,129104,129666,130374,131019,131215,131396
1936,1488,Mineral County,County,WV,WV,Cumberland,54,57,113752,114167,114640,114982,115383,115700,116111,116542,117036,117483,117253,117047
270,1489,Park County,County,WY,WY,,56,29,265040,266568,268371,270348,272404,274623,276786,278352,279804,280887,281448,282011
1230,1490,Morgan County,County,CO,CO,Fort Morgan,8,87,205439,206479,207473,208379,209601,210792,212026,213182,214417,215656,215974,216100
524,1491,Glenn County,County,CA,CA,,6,21,239115,239658,239825,240629,241756,243049,243231,243266,243300,244344,245131,245902
1897,1492,Madison County,County,GA,GA,Athens-Clarke County,13,195,153086,153984,154875,155666,156333,156969,157645,158671,159758,160883,160794,160522
2994,1493,Palo Pinto County,County,TX,TX,Mineral Wells,48,363,121489,121840,122173,122630,123218,123793,124332,125019,125786,126605,126980,127228
818,1494,Yazoo County,County,MS,MS,Jackson,28,163,72600,72775,72851,73296,73909,74487,74594,74733,74946,75122,75103,75046
2486,1495,Powhatan County,County,VA,VA,Richmond,51,145,285255,287095,288971,290728,292219,293455,294682,296293,298129,299751,299358,298749
2684,1496,Dinwiddie County,County,VA,VA,Richmond,51,53,155084,156040,156867,157751,158529,159296,159923,160781,161550,162472,162222,161982
1403,1497,Summit County,County,CO,CO,Breckenridge,8,117,629591,632643,637295,640543,643209,645376,648708,649081,648169,648269,649287,651602
2808,1498,Morehouse Parish,County,LA,LA,Bastrop,22,67,53019,53165,53222,53291,53421,53628,53841,54044,54207,54410,54380,54438
1662,1499,Decatur County,County,GA,GA,Bainbridge,13,87,99239,99630,99911,100150,100404,100673,100945,101285,101535,101749,101364,101096
2016,1500,Sanpete County,County,UT,UT,,49,39,177712,178020,178735,179951,181676,183017,184466,185424,187046,188486,189988,190975
2954,1501,Lauderdale County,County,TN,TN,,47,97,74651,74837,75029,75179,75396,75675,75968,76234,76501,76895,77217,77587
2978,1502,Montgomery County,County,NC,NC,,37,123,119466,119861,120342,120653,121007,121314,121614,122027,122446,122859,122915,122918
149,1503,Door County,County,WI,WI,,55,29,219231,217919,216451,217350,217517,217784,218236,218767,219494,220053,219818,219908
2720,1504,Henderson County,County,TN,TN,,47,77,115135,115321,115482,115681,116051,116488,117128,117906,118525,119109,119561,119938
1076,1505,Hardee County,County,FL,FL,Wauchula,12,49,117255,117533,118028,118083,117984,117926,118267,118846,119401,119859,120303,120799
919,1506,Carter County,County,KY,KY,,21,43,72054,72760,73379,73979,74327,75102,75982,76697,77033,76992,76630,76361
2389,1507,Le Sueur County,County,MN,MN,Minneapolis-St. Paul-Bloomington,27,79,207422,208500,209632,210610,211241,211971,213106,214511,216172,217612,217809,217674
671,1508,Peach County,County,GA,GA,Warner Robins,13,225,134768,135392,135890,136051,136324,136654,137220,137873,138438,138925,138397,137902
853,1509,Barton County,County,KS,KS,Great Bend,20,9,78614,78804,79187,79565,79623,79556,80015,80462,80919,80828,80542,80274
803,1510,Wells County,County,IN,IN,Fort Wayne,18,179,138743,139421,140095,140722,141395,142016,142783,143603,144522,145364,145596,145820
1031,1511,Garvin County,County,OK,OK,,40,49,67571,68078,68641,69188,69538,69823,70125,70380,70563,70698,71115,71639
2029,1512,Simpson County,County,MS,MS,Jackson,28,127,101313,101495,101625,101774,101998,102185,102481,103048,103309,103645,103988,105045
1246,1513,Morton County,County,ND,ND,Bismarck,38,59,231326,231857,232284,232891,233711,234454,235065,235550,237351,238908,239233,238258
969,1514,Custer County,County,OK,OK,Weatherford,40,39,113884,113672,114179,114381,115103,115840,116602,116857,117189,117688,118549,119557
1531,1515,Barbour County,County,AL,AL,Eufaula,1,5,93748,94656,96202,96943,97099,96994,97394,97984,98378,98707,98500,98539
1589,1516,Carroll County,County,AR,AR,,5,15,142002,142575,142985,143376,144010,144748,145323,145866,146259,146867,146730,147095
2191,1517,Cherokee County,County,NC,NC,,37,39,155492,155902,156496,156944,157488,157876,158342,158982,159695,160470,160679,161079
631,1518,Mason County,County,WV,WV,Point Pleasant,54,53,79400,79689,79958,80344,80660,80956,81221,81513,81714,81908,81639,81616
93,1519,Ashe County,County,NC,NC,,37,9,188439,189030,189395,189820,190124,190657,190989,191711,192256,192970,192522,192268
2327,1520,Hardeman County,County,TN,TN,,47,69,84576,84557,84686,84942,85290,85703,86028,86483,86891,87335,87624,87909
1955,1521,Orleans County,County,VT,VT,,50,19,150645,151578,152494,153646,154140,154942,155751,157154,158045,158465,158332,158562
2669,1522,Codington County,County,SD,SD,Watertown,46,29,193890,194586,195053,195519,196291,197347,198245,199228,199485,199719,199710,200007
1437,1523,Toombs County,County,GA,GA,Vidalia,13,279,106764,107141,107478,107841,108411,109126,109838,110433,110797,111318,111147,110833
937,1524,Cibola County,County,NM,NM,Grants,35,6,91324,90979,90430,90113,90510,90995,91409,91917,92680,93491,94149,94387
779,1525,Upson County,County,GA,GA,Thomaston,13,293,79943,80444,80870,81272,81740,82280,82759,83299,83570,83915,83596,83338
806,1526,White County,County,GA,GA,,13,311,181496,182622,183555,184191,184903,185566,186411,187518,188707,189895,189674,188546
769,1527,Union County,County,MS,MS,,28,145,108980,109416,109765,110181,110400,110626,110969,111673,112190,112588,112811,113171
378,1528,Baker County,County,FL,FL,Jacksonville,12,3,183065,183668,183778,184267,184832,185669,186174,186894,187665,188396,188589,188963
1169,1529,Marion County,County,MS,MS,,28,91,96497,97045,97458,97603,97676,97965,98264,98750,99072,99551,99870,100451
599,1530,Lewis County,County,NY,NY,,36,49,124801,125112,125413,125563,125819,126156,126567,127061,127582,128129,128560,129003
1004,1531,Elmore County,County,ID,ID,Mountain Home,16,39,180485,181588,182698,183611,184935,186213,187497,188819,190349,191998,193388,194665
2688,1532,Edgefield County,County,SC,SC,Augusta-Richmond County,45,37,157734,157844,158376,159510,160551,161189,161583,162391,163170,164073,164270,164370
374,1533,Anson County,County,NC,NC,,37,7,76282,76356,76520,76582,76810,76970,77373,77744,78188,78553,78633,78790
122,1534,Clay County,County,IN,IN,Terre Haute,18,21,97905,98206,98603,98990,99638,100400,101232,101984,102620,103257,103228,103226
608,1536,Logan County,County,KY,KY,,21,141,103845,104263,104930,105472,106426,107474,108606,109229,109586,109892,109661,109319
1034,1537,Geneva County,County,AL,AL,Dothan,1,61,86299,86485,86912,87224,87537,87588,87910,88169,88223,88188,88378,88805
1128,1538,Juneau County,County,WI,WI,,55,57,119309,120013,120700,121107,121706,122209,122887,123429,123813,124227,123937,123955
1660,1539,De Soto Parish,County,LA,LA,Shreveport-Bossier City,22,31,162949,163772,164719,165375,166361,167010,167900,168713,168693,168508,167707,167922
1066,1540,Grimes County,County,TX,TX,,48,185,154066,154585,155218,155880,156413,157221,158144,159244,160092,161003,160834,160578
1274,1541,Oceana County,County,MI,MI,,26,127,135772,136273,136858,137460,138412,139270,140132,140659,141149,141439,141415,141501
2974,1542,Montgomery County,County,KY,KY,Mount Sterling,21,173,118828,119674,120363,121025,121913,122910,123880,124334,124782,125162,125173,125091
2550,1543,Somerset County,County,MD,MD,Salisbury,24,39,110592,110760,110787,110690,110856,110997,111227,111523,111915,112238,111873,111305
1808,1544,Jackson County,County,OK,OK,Altus,40,65,63396,63531,63732,63951,64208,64402,64881,65337,65723,65854,66242,66742
1215,1545,Monroe County,County,GA,GA,Macon-Bibb County,13,207,191236,192449,193486,193814,194037,194216,195059,196100,197035,197763,197001,196024
1453,1546,Uvalde County,County,TX,TX,Uvalde,48,463,126466,127020,127600,128027,128699,129355,130066,130665,131128,131797,132152,132461
3133,1547,San Jacinto County,County,TX,TX,,48,407,136738,137172,137641,138139,138908,139788,140613,141237,141779,142397,142667,142956
391,1548,Boone County,County,IA,IA,Boone,19,15,136712,137153,137597,138197,138896,139736,140403,141130,141824,142522,142826,142995
2455,1549,Nicholas County,County,WV,WV,,54,67,66649,66764,66796,66892,66985,67184,67390,67641,67939,68173,67481,66722
3263,1550,Winchester City,County,VA,VA,Winchester,51,840,207025,208093,209155,210305,211276,211788,212263,213103,214440,215747,215455,215080
2557,1551,Stephens County,County,GA,GA,Toccoa,13,257,104848,105161,105618,106297,106878,107442,108028,108723,109290,109792,109529,109248
2493,1552,Randolph County,County,IN,IN,,18,135,84911,85296,85607,85974,86301,86692,87129,87552,87826,87981,87925,87957
